0,1.864771,2.040466,0.175695
1,1.844573,2.305665,0.461092
2,1.543335,1.928804,0.385469
3,2.145729,2.333656,0.187927
4,1.912059,2.195632,0.283573
5,1.854318,2.341428,0.48711
6,1.748795,2.33346,0.584665
7,1.899982,2.624272,0.72429
8,1.752184,1.80262,0.050436
9,2.152952,2.371954,0.219002
10,1.986177,2.120463,0.134286
11,1.776924,2.030256,0.253332
12,1.688664,2.260122,0.571458
13,1.896036,2.021189,0.125153
14,1.861746,2.334189,0.472443
15,2.057553,2.177804,0.120251
16,1.929551,2.206927,0.277376
17,1.859921,2.190888,0.330967
18,1.640253,1.926071,0.285818
19,1.677228,2.056001,0.378773
20,1.796362,2.25423,0.457868
21,1.601847,2.147642,0.545795
22,1.654071,1.500889,-0.153182
23,1.82254,1.930391,0.107851
24,1.476856,1.865301,0.388445
25,1.799874,2.346254,0.54638
26,1.608268,2.289131,0.680863
27,1.883968,1.789631,-0.094337
28,1.603455,1.784327,0.180872
29,1.788766,2.307703,0.518937
30,1.810017,1.995864,0.185847
31,1.634637,2.19112,0.556483
32,1.647194,1.864818,0.217624
33,1.927075,2.306589,0.379514
34,2.000995,2.395898,0.394903
35,1.709039,1.350886,-0.358153
36,1.551745,1.994069,0.442324
37,1.76365,2.13516,0.37151
38,2.002279,2.08204,0.079761
39,1.828708,2.174157,0.345449
40,1.892438,1.856664,-0.035774
41,1.998515,2.329222,0.330707
42,2.01774,2.271406,0.253666
43,1.711621,2.398091,0.68647
44,2.086583,2.526813,0.44023
45,1.983115,2.435083,0.451968
46,1.989202,2.278691,0.289489
47,1.756942,2.211006,0.454064
48,1.830011,1.945394,0.115383
49,2.011105,2.276614,0.265509
50,1.829126,2.073605,0.244479
51,1.849011,2.13023,0.281219
52,1.634601,2.5272,0.892599
53,1.72583,1.437544,-0.288286
54,1.924966,2.044268,0.119302
55,1.272558,1.923398,0.65084
56,1.97305,2.271716,0.298666
57,1.641366,2.463629,0.822263
58,1.803413,1.544068,-0.259345
59,1.884418,1.91865,0.034232
60,2.030943,2.287568,0.256625
61,1.859897,2.431364,0.571467
62,1.656773,2.189272,0.532499
63,1.991263,2.091913,0.10065
64,1.744728,1.949795,0.205067
65,1.781935,1.936916,0.154981
66,1.515938,2.048835,0.532897
67,1.832814,2.1723,0.339486
68,1.763785,2.198395,0.43461
69,2.008512,2.427088,0.418576
70,1.622568,2.013129,0.390561
71,1.836554,2.027897,0.191343
72,1.532986,1.967899,0.434913
73,1.993167,2.385085,0.391918
74,1.718799,1.710156,-0.008643
75,1.850204,2.361454,0.51125
76,1.850748,2.220537,0.369789
77,1.992624,2.11134,0.118716
78,1.721169,2.24339,0.522221
79,1.920126,2.298724,0.378598
80,1.862016,2.187883,0.325867
81,2.002339,2.405173,0.402834
82,1.834031,1.937863,0.103832
83,1.670542,1.746505,0.075963
84,1.782886,1.66468,-0.118206
85,1.602406,1.798803,0.196397
86,1.738073,1.84541,0.107337
87,2.004843,2.111848,0.107005
88,1.928708,2.135786,0.207078
89,1.889168,2.146177,0.257009
90,1.825367,2.214391,0.389024
91,2.070815,2.340519,0.269704
92,1.974764,1.651278,-0.323486
93,1.475942,2.372826,0.896884
94,1.715887,1.931966,0.216079
95,1.959168,2.431271,0.472103
96,1.799416,1.930883,0.131467
97,1.753231,2.151836,0.398605
98,1.727771,2.049813,0.322042
99,1.944651,2.024161,0.07951
,,,0.29716123
